True_Label,Predicted_Label,Confidence
NORMAL,NORMAL,0.9291892197286904
NORMAL,NORMAL,0.9029188969088069
NORMAL,NORMAL,0.8857107142614233
NORMAL,NORMAL,0.9005963005750963
NORMAL,NORMAL,0.9029205329985366
NORMAL,NORMAL,0.892015878310837
NORMAL,NORMAL,0.8843156168988353
NORMAL,NORMAL,0.9210308542454109
NORMAL,NORMAL,0.9234210176785789
NORMAL,NORMAL,0.9048963178507592
NORMAL,NORMAL,0.9021997786225767
NORMAL,NORMAL,0.9008753169911292
NORMAL,NORMAL,0.8819690753929543
NORMAL,NORMAL,0.8997585645134947
NORMAL,NORMAL,0.8855432055593444
NORMAL,NORMAL,0.9151171145653357
NORMAL,NORMAL,0.9166238787019202
NORMAL,NORMAL,0.9964715170369068
NORMAL,NORMAL,0.8977679019598914
NORMAL,NORMAL,0.8843217517248083
NORMAL,NORMAL,0.9257196597421236
NORMAL,NORMAL,0.9151023706309551
NORMAL,NORMAL,0.9227540094121163
NORMAL,NORMAL,0.8901207309914805
NORMAL,NORMAL,0.9009067036624534
NORMAL,NORMAL,0.895681464611206
NORMAL,NORMAL,0.9034220801191047
NORMAL,NORMAL,0.9003685645598212
NORMAL,NORMAL,0.886176200294491
NORMAL,NORMAL,0.9029092102175517
NORMAL,NORMAL,0.8853014251257643
NORMAL,NORMAL,0.8992806066735697
NORMAL,NORMAL,0.8819559033326456
NORMAL,NORMAL,0.9520111989585092
NORMAL,NORMAL,0.904513399820889
NORMAL,NORMAL,0.8905919362189207
NORMAL,NORMAL,0.9062377454272267
NORMAL,NORMAL,0.9005625993414209
NORMAL,BERAT,0.04466469468140959
NORMAL,NORMAL,0.8919373471931923
NORMAL,NORMAL,0.8864552489928212
NORMAL,NORMAL,0.8947664983166161
NORMAL,NORMAL,0.9353702919950664
NORMAL,NORMAL,0.8855071516879984
NORMAL,NORMAL,0.9045846672404836
NORMAL,NORMAL,0.9181598518220381
NORMAL,NORMAL,0.9007100952394143
NORMAL,NORMAL,0.887231130568205
NORMAL,NORMAL,0.9205528580732063
NORMAL,NORMAL,0.8849998835595024
NORMAL,NORMAL,0.9153873016795833
NORMAL,NORMAL,0.9344672515575023
NORMAL,NORMAL,0.8877177330988695
NORMAL,NORMAL,0.9723193493194252
